Subject,Level,TrialNo,Pred,Early.Late,Right.Wrong,Length,SoundFile,QuLength,CharacterLength,QuOnset,QuOffset,Response Onset,RT.s,QuLength.ms,CharacterLength.ms,QuOnset.ms,QuOffset.ms,ResponseOnset.ms,RT.ms,Response,Accuracy,Comments
39,Cave,10,Pred,early,wrong,Long,princesssofia early p,3.083901573,0.76788308,3.710036881,6.793938455,7.003036766,0.209098311,3083.901573,767.88308,3710.036881,6793.938455,7003.036766,209.0983113,n,1,
39,Cave,12,Pred,late,wrong,Long,rebeccarabbit late_p,2.76046257,1.036590547,3.706693165,6.467155735,6.666816553,0.199660818,2760.46257,1036.590547,3706.693165,6467.155735,6666.816553,199.660818,n,1,
39,Cave,13,Pred,late,wrong,Long,thefatcontroller late p,2.804979782,0.985423368,3.706920187,6.51189997,8.245461974,1.733562004,2804.979782,985.4233675,3706.920187,6511.89997,8245.461974,1733.562004,n,1,
39,Cave,14,Pred,early,wrong,Long,spongebobsquarepants early_p,3.515900577,0.766238522,3.670221198,7.186121774,7.968497645,0.782375871,3515.900577,766.2385218,3670.221198,7186.121774,7968.497645,782.3758707,n,1,
39,Cave,15,Pred,late,wrong,Long,captainbarnacles late_p,3.178713914,1.227287195,3.684392847,6.863106761,7.486355532,0.62324877,3178.713914,1227.287195,3684.392847,6863.106761,7486.355532,623.2487705,n,1,
39,Jungle,1,Pred,early,wrong,Long,thegruffalo early p,2.500834713,0.7442039,3.695639097,6.19647381,6.505484439,0.309010629,2500.834713,744.2038999,3695.639097,6196.47381,6505.484439,309.0106292,n,1,
39,Jungle,2,Pred,early,right,Long,thewiseoldelf early p,3.370351281,0.759668276,3.784818909,7.15517019,7.697335079,0.542164889,3370.351281,759.6682758,3784.818909,7155.17019,7697.335079,542.164889,y,1,
39,Jungle,3,Pred,late,wrong,Long,thewiseoldelf late_p,2.82089066,1.15969145,3.694545018,6.515435679,7.066292163,0.550856484,2820.89066,1159.69145,3694.545018,6515.435679,7066.292163,550.8564844,n,1,
39,Jungle,4,Pred,late,right,Long,docmcstuffins late p,3.020380602,1.171933534,3.757517143,6.777897745,7.012373421,0.234475676,3020.380602,1171.933534,3757.517143,6777.897745,7012.373421,234.4756761,y,1,
39,Jungle,5,Pred,early,wrong,Short,snowwhite early p,2.811367056,0.846120033,5.651295677,6.49741571,7.004706218,0.507290509,2811.367056,846.1200328,5651.295677,6497.41571,7004.706218,507.2905087,n,1,
39,Jungle,6,Pred,late,right,Short,noddy late p,2.447937989,0.558594577,5.571903189,6.130497766,6.613280948,0.482783183,2447.937989,558.5945767,5571.903189,6130.497766,6613.280948,482.7831828,y,1,
39,Jungle,8,Pred,late,right,Long,tinkywinky late_p,2.629671867,0.807092158,5.549868148,6.356960305,7.020191799,0.663231494,2629.671867,807.0921577,5549.868148,6356.960305,7020.191799,663.2314937,y,1,
39,Jungle,12,Pred,late,right,Short,anna late p,2.447295407,0.638739622,3.733361052,6.180656459,6.629487043,0.448830585,2447.295407,638.7396222,3733.361052,6180.656459,6629.487043,448.8305845,y,1,
